Category,Supplier,Brand,Year,Month,Profit (Month)
Treadmill,Titan Fitness Supply,Hercules Gear,2019,10,14348
Treadmill,Titan Fitness Supply,Hercules Gear,2019,11,11663
Treadmill,Titan Fitness Supply,Hercules Gear,2019,12,14686
Treadmill,Titan Fitness Supply,Hercules Gear,2020,1,12667
Treadmill,Titan Fitness Supply,Hercules Gear,2020,2,12101
Treadmill,Titan Fitness Supply,Hercules Gear,2020,3,14375
Treadmill,Titan Fitness Supply,Hercules Gear,2020,4,14576
Treadmill,Titan Fitness Supply,Hercules Gear,2020,5,11629
Treadmill,Titan Fitness Supply,Hercules Gear,2020,6,11257
Treadmill,Titan Fitness Supply,Hercules Gear,2020,7,10666
Treadmill,Titan Fitness Supply,Hercules Gear,2020,8,12284
Treadmill,Titan Fitness Supply,Hercules Gear,2020,9,10084
Treadmill,Titan Fitness Supply,Hercules Gear,2020,10,12708
Treadmill,Titan Fitness Supply,Hercules Gear,2020,11,10903
Treadmill,Titan Fitness Supply,Hercules Gear,2020,12,12260
Treadmill,Titan Fitness Supply,Hercules Gear,2021,1,13154
Treadmill,Titan Fitness Supply,Hercules Gear,2021,2,14351
Treadmill,Titan Fitness Supply,Hercules Gear,2021,3,12001
Treadmill,Titan Fitness Supply,Hercules Gear,2021,4,13116
Treadmill,Titan Fitness Supply,Hercules Gear,2021,5,12878
Treadmill,Titan Fitness Supply,Hercules Gear,2021,6,14005
Treadmill,Titan Fitness Supply,Hercules Gear,2021,7,14782
Treadmill,Titan Fitness Supply,Hercules Gear,2021,8,10373
Treadmill,Titan Fitness Supply,Hercules Gear,2021,9,13264
Treadmill,Titan Fitness Supply,Hercules Gear,2021,10,13362
Treadmill,Titan Fitness Supply,Hercules Gear,2021,11,10416
Treadmill,Titan Fitness Supply,Hercules Gear,2021,12,12973
Treadmill,Titan Fitness Supply,Hercules Gear,2022,1,14251
Treadmill,Titan Fitness Supply,Hercules Gear,2022,2,10881
Treadmill,Titan Fitness Supply,Hercules Gear,2022,3,10322
Treadmill,Titan Fitness Supply,Hercules Gear,2022,4,11335
Treadmill,Titan Fitness Supply,Hercules Gear,2022,5,11140
Treadmill,Titan Fitness Supply,Hercules Gear,2022,6,11705
Treadmill,Titan Fitness Supply,Hercules Gear,2022,7,10152
Treadmill,Titan Fitness Supply,Hercules Gear,2022,8,12344
Treadmill,Titan Fitness Supply,Hercules Gear,2022,9,11967
Treadmill,Titan Fitness Supply,Hercules Gear,2022,10,14387
Treadmill,Titan Fitness Supply,Hercules Gear,2022,11,14417
Treadmill,Titan Fitness Supply,Hercules Gear,2022,12,10356
Treadmill,Titan Fitness Supply,Hercules Gear,2023,1,10959
Treadmill,Titan Fitness Supply,Hercules Gear,2023,2,12899
Treadmill,Titan Fitness Supply,Hercules Gear,2023,3,10591
Treadmill,Titan Fitness Supply,Hercules Gear,2023,4,11020
Treadmill,Titan Fitness Supply,Hercules Gear,2023,5,14265
Treadmill,Titan Fitness Supply,Hercules Gear,2023,6,13493
Treadmill,Titan Fitness Supply,Hercules Gear,2023,7,13396
Treadmill,Titan Fitness Supply,Hercules Gear,2023,8,10405
Treadmill,Titan Fitness Supply,Hercules Gear,2023,9,14423
Treadmill,Titan Fitness Supply,Hercules Gear,2023,10,12315
Treadmill,Titan Fitness Supply,Hercules Gear,2023,11,12785
Treadmill,Titan Fitness Supply,Hercules Gear,2023,12,13220
Treadmill,Titan Fitness Supply,Hercules Gear,2024,1,10248
Treadmill,Titan Fitness Supply,Hercules Gear,2024,2,11009
Treadmill,Titan Fitness Supply,Hercules Gear,2024,3,11790
Treadmill,Titan Fitness Supply,Hercules Gear,2024,4,10662
Treadmill,Titan Fitness Supply,Hercules Gear,2024,5,11714
Treadmill,Titan Fitness Supply,Spartan Sports,2018,1,10371
Treadmill,Titan Fitness Supply,Spartan Sports,2018,2,10304
Treadmill,Titan Fitness Supply,Spartan Sports,2018,3,13165
Treadmill,Titan Fitness Supply,Spartan Sports,2018,4,10514
Treadmill,Titan Fitness Supply,Spartan Sports,2018,5,12064
Treadmill,Titan Fitness Supply,Spartan Sports,2018,6,13107
Treadmill,Titan Fitness Supply,Spartan Sports,2018,7,14745
Treadmill,Titan Fitness Supply,Spartan Sports,2018,8,12976
Treadmill,Titan Fitness Supply,Spartan Sports,2018,9,11755
Treadmill,Titan Fitness Supply,Spartan Sports,2018,10,10467
Treadmill,Titan Fitness Supply,Spartan Sports,2018,11,10828
Treadmill,Titan Fitness Supply,Spartan Sports,2018,12,10225
Treadmill,Titan Fitness Supply,Spartan Sports,2019,1,13972
Treadmill,Titan Fitness Supply,Spartan Sports,2019,2,13077
Treadmill,Titan Fitness Supply,Spartan Sports,2019,3,11296
Treadmill,Titan Fitness Supply,Spartan Sports,2019,4,10015
Treadmill,Titan Fitness Supply,Spartan Sports,2019,5,12516
Treadmill,Titan Fitness Supply,Spartan Sports,2019,6,12329
Treadmill,Titan Fitness Supply,Spartan Sports,2019,7,11466
Treadmill,Titan Fitness Supply,Spartan Sports,2019,8,12461
Treadmill,Titan Fitness Supply,Spartan Sports,2019,9,14080
Treadmill,Titan Fitness Supply,Spartan Sports,2019,10,12555
Treadmill,Titan Fitness Supply,Spartan Sports,2019,11,13627
Treadmill,Titan Fitness Supply,Spartan Sports,2019,12,14046
Treadmill,Titan Fitness Supply,Spartan Sports,2020,1,13222
Treadmill,Titan Fitness Supply,Spartan Sports,2020,2,11479
Treadmill,Titan Fitness Supply,Spartan Sports,2020,3,12866
Treadmill,Titan Fitness Supply,Spartan Sports,2020,4,14369
Treadmill,Titan Fitness Supply,Spartan Sports,2020,5,12553
Treadmill,Titan Fitness Supply,Spartan Sports,2020,6,10898
Treadmill,Titan Fitness Supply,Spartan Sports,2020,7,10059
Treadmill,Titan Fitness Supply,Spartan Sports,2020,8,14743
Treadmill,Titan Fitness Supply,Spartan Sports,2020,9,10660
Treadmill,Titan Fitness Supply,Spartan Sports,2020,10,11871
Treadmill,Titan Fitness Supply,Spartan Sports,2020,11,10499
Treadmill,Titan Fitness Supply,Spartan Sports,2020,12,13306
Treadmill,Titan Fitness Supply,Spartan Sports,2021,1,12983
Treadmill,Titan Fitness Supply,Spartan Sports,2021,2,12615
Treadmill,Titan Fitness Supply,Spartan Sports,2021,3,13278
Treadmill,Titan Fitness Supply,Spartan Sports,2021,4,14657
Treadmill,Titan Fitness Supply,Spartan Sports,2021,5,12947
Treadmill,Titan Fitness Supply,Spartan Sports,2021,6,12735
Treadmill,Titan Fitness Supply,Spartan Sports,2021,7,10730
Treadmill,Titan Fitness Supply,Spartan Sports,2021,8,11592
Treadmill,Titan Fitness Supply,Spartan Sports,2021,9,10898
Treadmill,Titan Fitness Supply,Spartan Sports,2021,10,14800
Treadmill,Titan Fitness Supply,Spartan Sports,2021,11,14204
Treadmill,Titan Fitness Supply,Spartan Sports,2021,12,13551
Treadmill,Titan Fitness Supply,Spartan Sports,2022,1,10311
Treadmill,Titan Fitness Supply,Spartan Sports,2022,2,10519
Treadmill,Titan Fitness Supply,Spartan Sports,2022,3,13398
Treadmill,Titan Fitness Supply,Spartan Sports,2022,4,14897
Treadmill,Titan Fitness Supply,Spartan Sports,2022,5,10898
Treadmill,Titan Fitness Supply,Spartan Sports,2022,6,13349
Treadmill,Titan Fitness Supply,Spartan Sports,2022,7,13901
Treadmill,Titan Fitness Supply,Spartan Sports,2022,8,14704
Treadmill,Titan Fitness Supply,Spartan Sports,2022,9,10892
Treadmill,Titan Fitness Supply,Spartan Sports,2022,10,13133
Treadmill,Titan Fitness Supply,Spartan Sports,2022,11,11161
Treadmill,Titan Fitness Supply,Spartan Sports,2022,12,13131
Treadmill,Titan Fitness Supply,Spartan Sports,2023,1,14583
Treadmill,Titan Fitness Supply,Spartan Sports,2023,2,13173
Treadmill,Titan Fitness Supply,Spartan Sports,2023,3,13136
Treadmill,Titan Fitness Supply,Spartan Sports,2023,4,12776
Treadmill,Titan Fitness Supply,Spartan Sports,2023,5,12637
Treadmill,Titan Fitness Supply,Spartan Sports,2023,6,13781
Treadmill,Titan Fitness Supply,Spartan Sports,2023,7,13614
Treadmill,Titan Fitness Supply,Spartan Sports,2023,8,13697
Treadmill,Titan Fitness Supply,Spartan Sports,2023,9,14127
Treadmill,Titan Fitness Supply,Spartan Sports,2023,10,13780
Treadmill,Titan Fitness Supply,Spartan Sports,2023,11,11857
Treadmill,Titan Fitness Supply,Spartan Sports,2023,12,10656
Treadmill,Titan Fitness Supply,Spartan Sports,2024,1,12623
Treadmill,Titan Fitness Supply,Spartan Sports,2024,2,13876
Treadmill,Titan Fitness Supply,Spartan Sports,2024,3,14028
Treadmill,Titan Fitness Supply,Spartan Sports,2024,4,13002
Treadmill,Titan Fitness Supply,Spartan Sports,2024,5,11048
Treadmill,Iron Stength Equipment Co.,Steel Power,2018,1,14120
Treadmill,Iron Stength Equipment Co.,Steel Power,2018,2,11556
Treadmill,Iron Stength Equipment Co.,Steel Power,2018,3,10288
Treadmill,Iron Stength Equipment Co.,Steel Power,2018,4,11958
Treadmill,Iron Stength Equipment Co.,Steel Power,2018,5,11268
Treadmill,Iron Stength Equipment Co.,Steel Power,2018,6,11803
Treadmill,Iron Stength Equipment Co.,Steel Power,2018,7,13261
Treadmill,Iron Stength Equipment Co.,Steel Power,2018,8,10313
Treadmill,Iron Stength Equipment Co.,Steel Power,2018,9,14080
Treadmill,Iron Stength Equipment Co.,Steel Power,2018,10,12739
Treadmill,Iron Stength Equipment Co.,Steel Power,2018,11,12086
Treadmill,Iron Stength Equipment Co.,Steel Power,2018,12,14549
Treadmill,Iron Stength Equipment Co.,Steel Power,2019,1,10033
Treadmill,Iron Stength Equipment Co.,Steel Power,2019,2,13364
Treadmill,Iron Stength Equipment Co.,Steel Power,2019,3,14681
Treadmill,Iron Stength Equipment Co.,Steel Power,2019,4,12646
Treadmill,Iron Stength Equipment Co.,Steel Power,2019,5,13194
Treadmill,Iron Stength Equipment Co.,Steel Power,2019,6,11130
Treadmill,Iron Stength Equipment Co.,Steel Power,2019,7,13420
Treadmill,Iron Stength Equipment Co.,Steel Power,2019,8,14534
Treadmill,Iron Stength Equipment Co.,Steel Power,2019,9,12373
Treadmill,Iron Stength Equipment Co.,Steel Power,2019,10,12291
Treadmill,Iron Stength Equipment Co.,Steel Power,2019,11,12144
Treadmill,Iron Stength Equipment Co.,Steel Power,2019,12,14384
Treadmill,Iron Stength Equipment Co.,Steel Power,2020,1,13718
Treadmill,Iron Stength Equipment Co.,Steel Power,2020,2,10331
Treadmill,Iron Stength Equipment Co.,Steel Power,2020,3,11280
Treadmill,Iron Stength Equipment Co.,Steel Power,2020,4,13030
Treadmill,Iron Stength Equipment Co.,Steel Power,2020,5,14314
Treadmill,Iron Stength Equipment Co.,Steel Power,2020,6,10261
Treadmill,Iron Stength Equipment Co.,Steel Power,2020,7,14263
Treadmill,Iron Stength Equipment Co.,Steel Power,2020,8,13170
Treadmill,Iron Stength Equipment Co.,Steel Power,2020,9,10584
Treadmill,Iron Stength Equipment Co.,Steel Power,2020,10,12488
Treadmill,Iron Stength Equipment Co.,Steel Power,2020,11,14347
Treadmill,Iron Stength Equipment Co.,Steel Power,2020,12,13855
Treadmill,Iron Stength Equipment Co.,Steel Power,2021,1,12839
Treadmill,Iron Stength Equipment Co.,Steel Power,2021,2,10158
Treadmill,Iron Stength Equipment Co.,Steel Power,2021,3,12943
Treadmill,Iron Stength Equipment Co.,Steel Power,2021,4,14519
Treadmill,Iron Stength Equipment Co.,Steel Power,2021,5,12627
Treadmill,Iron Stength Equipment Co.,Steel Power,2021,6,10807
Treadmill,Iron Stength Equipment Co.,Steel Power,2021,7,12444
Treadmill,Iron Stength Equipment Co.,Steel Power,2021,8,13932
Treadmill,Iron Stength Equipment Co.,Steel Power,2021,9,14145
Treadmill,Iron Stength Equipment Co.,Steel Power,2021,10,14303
Treadmill,Iron Stength Equipment Co.,Steel Power,2021,11,10167
Treadmill,Iron Stength Equipment Co.,Steel Power,2021,12,14713
Treadmill,Iron Stength Equipment Co.,Steel Power,2022,1,12320
Treadmill,Iron Stength Equipment Co.,Steel Power,2022,2,14809
Treadmill,Iron Stength Equipment Co.,Steel Power,2022,3,14201
Treadmill,Iron Stength Equipment Co.,Steel Power,2022,4,14656
Treadmill,Iron Stength Equipment Co.,Steel Power,2022,5,13516
Treadmill,Iron Stength Equipment Co.,Steel Power,2022,6,11112
Treadmill,Iron Stength Equipment Co.,Steel Power,2022,7,14591
Treadmill,Iron Stength Equipment Co.,Steel Power,2022,8,12165
Treadmill,Iron Stength Equipment Co.,Steel Power,2022,9,14320
Treadmill,Iron Stength Equipment Co.,Steel Power,2022,10,11003
Treadmill,Iron Stength Equipment Co.,Steel Power,2022,11,14783
Treadmill,Iron Stength Equipment Co.,Steel Power,2022,12,12191
Treadmill,Iron Stength Equipment Co.,Steel Power,2023,1,10972
Treadmill,Iron Stength Equipment Co.,Steel Power,2023,2,11821
Treadmill,Iron Stength Equipment Co.,Steel Power,2023,3,12261
Treadmill,Iron Stength Equipment Co.,Steel Power,2023,4,13676
Treadmill,Iron Stength Equipment Co.,Steel Power,2023,5,14720
Treadmill,Iron Stength Equipment Co.,Steel Power,2023,6,12243
Treadmill,Iron Stength Equipment Co.,Steel Power,2023,7,10094
Treadmill,Iron Stength Equipment Co.,Steel Power,2023,8,12324
Treadmill,Iron Stength Equipment Co.,Steel Power,2023,9,13777
Treadmill,Iron Stength Equipment Co.,Steel Power,2023,10,10830
Treadmill,Iron Stength Equipment Co.,Steel Power,2023,11,11740
Treadmill,Iron Stength Equipment Co.,Steel Power,2023,12,13535
Treadmill,Iron Stength Equipment Co.,Steel Power,2024,1,13357
Treadmill,Iron Stength Equipment Co.,Steel Power,2024,2,10797
Treadmill,Iron Stength Equipment Co.,Steel Power,2024,3,12803
Treadmill,Iron Stength Equipment Co.,Steel Power,2024,4,10368
Treadmill,Iron Stength Equipment Co.,Steel Power,2024,5,12502
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2018,1,12534
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2018,2,14734
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2018,3,11287
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2018,4,11808
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2018,5,12029
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2018,6,14943
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2018,7,14846
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2018,8,14353
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2018,9,13209
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2018,10,10703
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2018,11,14133
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2018,12,10796
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2019,1,12584
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2019,2,12438
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2019,3,11402
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2019,4,12274
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2019,5,12915
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2019,6,12943
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2019,7,11920
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2019,8,13397
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2019,9,14936
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2019,10,12069
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2019,11,11040
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2019,12,12533
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2020,1,10609
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2020,2,13786
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2020,3,11662
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2020,4,14736
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2020,5,14345
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2020,6,14046
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2020,7,10188
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2020,8,14602
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2020,9,13783
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2020,10,14815
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2020,11,13571
Rowing Machine,Iron Stength Equipment Co.,Forge Fitness,2020,12,11949
